ID,dataset,diversity,moral,market,innovation,ethnic_cultural,gender,sexual_ori,age,ability,religion,text
x1434464465697730561,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"As more and more people are feeling direct impacts of the #climatecrisis, eco-anxiety is becoming more common. Here are some tips on how to manage those feelings &gt;&gt;

 https://t.co/zGb6YIjC9D"
x1434479995645202434,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"With 18 km on the odometer, the bunch is still all together. The pace stays very high with high speeds of 50 to 55 km/h

#BeneluxTour"
x1435943641474904075,2,Yes,Yes,No,No,No,Yes,No,No,No,No,"How can #tech organizations address the industry's #gender imbalance? In this insightful @Medium article Vijay Raghavan, EVP &amp; CTO of @LexisNexisRisk, explores how companies, executives and managers can make progress toward a more equitable  future. h"
x1441764515213758474,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"As our planet warms, entire landscapes will be lost, and with them the cultures and communities that call them home.

https://t.co/RWntpxl1jX

#ClimateEmergency"
x218710585389481984,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"This I like - 74 percent of a communicators time is used on trad comms activites, the rest on consultative activities. Why is that?"
x254497517637623808,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,New store concept launched in Kazakhstan http://t.co/lbOLCldp
x536234269853888512,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,http://t.co/n0EyfR5x9U people arriving! #ASML30
x555727997563842560,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Europe's money secrets revealed: How open are we with our loved ones about money? More at http://t.co/nedRp8XPw8 #ING http://t.co/RTCPpCMl8J
x557512341827633152,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,One of the big debates of the UK election: what's ahead for private rented sector? Here's @MFarmer_Resi view http://t.co/xQGyAiL3bd #housing
x564741265309573120,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,What makes a city truly sustainable? See what @JBattenBUC thinks in #SustainableCities blog http://t.co/yN1PyBU5tm http://t.co/miICX8fQjQ
x574841057332035584,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Can you deduct that #gluten free diet? We'll find out.  @nyudocs @siriusXM 8 AM ET Monday with @Wolters_Kluwer CPA and lawyer Mark Luscombe
x621620535450042368,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,RT @WKTAAUS_PR: New #tax briefing on large employer compliance rules under ACA https://t.co/i097DnftMi #Congress #CPA
x626970595767545857,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"With its spending power, growing middle class &amp; favourable regulatory environments, #HongKong is strong for retailers http://t.co/CCfIHi0uVi"
x651086216658558976,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"In a few minutes, we'll stream the presentation about ASML by our own Jos Vreeker (in Dutch!). Stay tuned if you're curious about ASML."
x658000980701790208,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,80 minutes in 6 seconds? No problem. #ItsYourCall #RWC2015  #RSAvNZL https://t.co/HQtzAjBwaU
x660472128794324992,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Who will win the #RWCFinal? Hear @JONAHTALILOMU’s (definitely unbiased) match prediction. #ItsYourCall #RWC2015
https://t.co/X7PO1wDxUg"
x683962354757951488,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,A year-long campaign to celebrate #Fugro's global ingenuity begins in 7 days - #askfugro https://t.co/1y1kXhq23m https://t.co/kUVUF0BCT8
x702038949993193472,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Less than 12 hours left to get even more excited. #ChampionTheMatch #UCL #ARSBAR https://t.co/56VR5KAuKa
x741067110097379329,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,MUST WATCH! 3-year-old to be sworn in as FDNY Junior Firefighter. #fabrics4life #hero https://t.co/6fNtVA4AHz https://t.co/A41EUVVnfC
x779706777759875073,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Today's stagewinner Luka Pibernik: 'It's incredible, I've made it!' #EnecoTour https://t.co/IDQBlghZYQ"
x787207823327363072,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Today's @FD_Nieuws comes with 'Inside ASML' (in Dutch), the result of four months of independent and embedded journalism by @robdelange2. https://t.co/lGTkYaTlPE"
x799518372589408256,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,.@lifehackorg lists down 15 things only #engineers would understand https://t.co/2RufoJ5YkF https://t.co/4pBkFcwqUL
x806929343545044992,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,We have to get to net zero emissions as soon as possible. Meaningful carbon price is critical. Chad Holliday @Shell #EnergyVisions
x827532212195172352,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"1032 Patents filed. Proven #science. @DSM Biomedical solutions help improve quality of life &gt; https://t.co/tKNxLA37wu 
#innovation https://t.co/KGiaKlM42H"
x855764979001290752,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Sporting the new #schoolofpower gear coming in at 11th place in #Kvarnloppet at 42min 18sec #power2run #power2beexhausted #wearetele2 https://t.co/dM9Io2EMs8
x875362355349213184,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"In China's electronics hotbed Shenzhen, it takes 8 minutes, 17 parts &amp; 70 dollars to build your own smartphone: https://t.co/hYfTm44HRT"
x878172039521206273,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"""ING is a tech company with a banking license"" says ING's @MarkBuitenhek to @RubiconFinance in blockchain panel https://t.co/JLNL5a1bHM"
x878976191805476864,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"The renewable energy source kite power is scaling up!
Maybe this idea from @tudelft and Wubbo Ockels will do good:
https://t.co/VtElbvlkeF https://t.co/DakUVsn5yu"
x880457610364764161,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Bert Smolders from @ArcadisGlobal @ArcadisShelter on #TheCityWeNeed in our #UrbanThinkers Voices Part II. Watch it: https://t.co/9u0ErxEdDn https://t.co/ti4SBoPgE2
x888398186976616448,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,The story behind the #color of the green jersey and its link to a certain sponsor #ColorExpertise #TourdeFrance https://t.co/6wYYjfHZgB
x889757270074109952,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,The recent acquisition of @flexcrete and agreement to acquire #Disatech have boosted our #growth momentum. #FinancialResults https://t.co/d751LezL8Q
x896752329042644996,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Final podium of the #BinckBankTour: 1. @tom_dumoulin  2. @Tim_Wellens 3. @Jasperstuyven https://t.co/GWA89khQcM
x919887400834396160,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Together with all our partners we continue to work each and every day to fight #malnutrition in Rwanda and Africa. 
#WorldFoodDay https://t.co/W9HXfxWUiC"
x920945493852741632,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Investing over €20 million to increase #Expancel microspheres production capacity in Sweden was another Q3 highlight https://t.co/7xQ7bscg9u https://t.co/QYkzahUeOz
x931518831125782530,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Nicoly Vermeulen is to become the new Vice President Operations (VPO) of our Executive Board. We welcome her at #TUDelft! The university's Supervisory Board has announced her appointment from 1 January 2018: https://t.co/dBrpUbuCJA https://t.co/XKUfJEt5Ni
x957956299811106816,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,£30 million construction scheme brings Preston man ‘back home’ https://t.co/xCAS2M3cY4 https://t.co/lKXnNxDuMp
x958701477152940032,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Know another firefighter battling cancer? You're not alone. https://t.co/YxBW12FARo   #iaff #cancerSummit #firefighters #fireman https://t.co/9QUeXIxGmn
x959327884690317313,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"APG puts artificial intelligence to work for sustainable investing

https://t.co/leOPtFhGd5"
100,3,Yes,No,No,No,No,Yes,No,No,No,No,"Climate change, technology biases, diversity, gender equality, human enterprise, trust; we recap the week at the World Economic Forum Annual Meeting. #BetterWorkingWorld #WomenFastForward #WEF20 www.ey.com/wef::https://www.ey.com/en_gl/wef"
101,3,Yes,Yes,No,No,No,No,No,No,Yes,No,"At Tata Steel, we believe in expressing our compassion with actions rather than words. Upholding this belief, we continue to support and encourage all Persons with Disabilities (PwDs) through MOSAIC - our Diversity & Inclusion initiative, and trust that t"
102,3,Yes,Yes,No,No,No,No,Yes,No,No,No,"In our commitment to diversity, Arcadis participated in Pride Amsterdam this weekend for the 3rd year in a row, represented by our CEO Peter Oosterveer and other colleagues from around the world. The theme “remember the past, create the future” we depicte"
107,3,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Congratulations Tata Pipes on crossing 5 lakh tonnes of tube sales! Thank you for helping us strengthen our position as a market leader through the diverse product portfolio that you have to offer. We wish you success in your journey forward!
109,3,Yes,Yes,No,No,No,No,Yes,No,No,No,"""We are proud to feature amongst the IWEI 2020 Top Employers for LGBT+ inclusion. This recognition reaffirms our commitment to foster a culture of allyship to actively promote LGBTQ+ empowerment and build a benchmark workplace.” - Atrayee S Sanyal, Vice P"
113,3,Yes,No,No,No,No,Yes,No,No,No,No,"New research has shown that the world’s largest family business are far ahead of their non-family business peers in valuing gender diversity at all levels of the enterprise — from ownership, the boardroom and C-suite to every tier of the business. Read Jo"
115,3,Yes,Yes,No,No,No,No,No,No,Yes,No,"We believe that disability may be triggered by impairment, but it is more attributable to attitudinal and environmental barriers. We have been proactively addressing disability inclusion as our focused agenda through the D&I programme 'MOSAIC', job-mappin"
12,3,Yes,Yes,No,No,Yes,No,No,No,No,No,"Today, we want to share an update on our commitments to support racial equality and inclusivity in our own workplace and in the broader society. Click the link to read our full statement: https://bit.ly/37FsmIc::https://www.ikea.com/us/en/this-is-ikea/ne"
121,3,Yes,No,No,No,Yes,No,No,No,No,No,"""At the 2015 #KPMGICC I met some incredible people, both students and #KPMG employees. It was amazing to be able to exchange experiences with people from diverse backgrounds and origins. I developed lasting connections that will be beneficial throughout m"
123,3,Yes,Yes,No,No,No,No,Yes,No,No,No,"Standing in full support of the LGBTI+ community, 🏳️‍🌈 we recognize today as the International Day Against Homophobia, Transphobia and Biphobia. Can you believe that it was on this date only 31 years ago that the World Health Organization (WHO) declassi"
129,3,Yes,No,No,No,No,No,No,No,No,No,"Some good news: Our Global D&I Steering Committee has been named #1 on the DiversityInc Top 50 Companies for Diversity Councils. Despite turbulent times, we need to make sure diversity stays at the top of the agenda. #BetterWorkingWorld #DITop50 http://sp"
13,3,Yes,No,No,No,No,No,Yes,No,No,No,We're better together. Celebrate diversity! 🏳️‍🌈✨
130,3,Yes,No,No,No,No,No,No,No,No,No,"How do you prepare for the future of work? Our Global Recruiting Leader Dan Black discusses emerging trends impacting the world of work, as well as how organizations can create more diverse workforces. #FutureOfWork #BetterWorkingWorld"
131,3,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Black employees only make up approximately 4.7% of executive team members in the Fortune 100. They hold only 6.7% of the 16.2 million managerial-level jobs. The need to tackle racial under-representation in business is urgent. That’s why we’re joining Wor
133,3,Yes,Yes,No,No,No,Yes,No,No,No,No,"Aukje Doornbos, Business Unit Director at DSM Functional Materials, talking about gender diversity. Interested to join the #diversity dialogue? Visit > http://bit.ly/DSMGenderdiversity::https://www.dsm.com/corporate/careers/trending-topics/gender-diversi"
134,3,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,An event to showcase a variety of agro diversity among different ethnic groups of Odisha followed by an exhibition and cooking good old traditional food.
135,3,Yes,No,No,No,No,No,Yes,No,No,No,These nine ideas provide a foundation for advancing LGBTQ+ diversity and inclusion across a global organization. Read more: http://spr.ly/6186yu1En::https://www.ey.com/en_gl/diversity-inclusiveness/nine-ways-to-advance-lgbt-policy-throughout-global-organ
149,3,Yes,Yes,No,No,No,Yes,No,No,No,No,"Promoting diversity and inclusion to ensure equal opportunities for all employees, we are excited to deploy women in all sections of our mines. Our Women@Mines initiative aims to widen the career opportunities for women who wish to be a part of Tata Steel"
15,3,Yes,Yes,Yes,No,No,No,No,No,No,No,I am committed to ensuring we work with more people from diverse communities. I am Unilever. #HealthySocietyForAll *This film features Unilever employees and was shot with local crews following our Covid 19 safe guidelines. https://www.unilever.com/news/n
24,3,Yes,No,No,No,No,Yes,No,No,No,No,"Join us in celebrating International Women's Day live from The Town Hall in New York City hosted by Summer Sanders, Olympic champion and TV personality. Featuring: Steve Howe, EY US Chairman and Americas Managing Partner Tiffany Dufu, Author of Drop the B"
25,3,Yes,No,No,No,No,No,No,No,No,No,We are proud to be #1 on the DiversityInc 2017 list of Top 50 Companies for Diversity. Congratulations to our EY people and all companies honored for their commitment to diversity and inclusiveness in the workforce! #DITop50 http://spr.ly/6180852Ck
26,3,Yes,No,No,No,No,No,No,No,No,No,"Today, we were named number 3 on DiversityInc’s 2016 Top 50 Companies for Diversity list. This marks the our 8th consecutive year ranked in the top 10 and the 13th time overall in the top 50 – solidifying our position as the top professional services firm"
29,3,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,"We thrive in a culture of respect, diversity and inclusion. As an employer, we have always made conscious efforts to build an equitable environment. Across the globe, our teams strive to have a healthy mix of not just gender and age, but also culture, eth"
3,3,Yes,No,Yes,No,No,No,No,No,No,No,Do you see ‘me’ in the ads that you see? Less than one in five of us believe ads are representative of wider society. Almost one in two from under-represented communities feel stereotyped through advertising. We’re taking action with Act 2 Unstereotype to
